,unit_name,report_date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
88,Arizona,2020-03-29 00:00:00+00:00,-0.33,,-0.4,-0.17,-0.41,0.1,Pinal County,-0.31,,-0.27,-0.23,-0.28,
2842,Arizona,2020-04-05 00:00:00+00:00,-0.37,-0.23,-0.43,-0.19,-0.47,0.11,Pinal County,-0.33,-0.21,-0.31,-0.22,-0.39,
89,Arizona,2020-03-29 00:00:00+00:00,-0.33,,-0.4,-0.17,-0.41,0.1,Santa Cruz County,-0.33,-0.29,-0.56,-0.47,-0.25,0.18
2843,Arizona,2020-04-05 00:00:00+00:00,-0.37,-0.23,-0.43,-0.19,-0.47,0.11,Santa Cruz County,-0.37,-0.4,-0.58,-0.49,-0.31,0.19
90,Arizona,2020-03-29 00:00:00+00:00,-0.33,,-0.4,-0.17,-0.41,0.1,Yavapai County,-0.38,,-0.4,-0.15,-0.27,
2844,Arizona,2020-04-05 00:00:00+00:00,-0.37,-0.23,-0.43,-0.19,-0.47,0.11,Yavapai County,-0.42,-0.1,-0.45,-0.15,-0.3,
91,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Arkansas County,-0.11,,-0.22,,,
2845,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Arkansas County,-0.26,,-0.23,,,
92,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Ashley County,-0.27,,-0.24,,,
2846,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Ashley County,-0.21,,-0.32,,,
93,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Baxter County,-0.26,,-0.3,,,0.11
2847,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Baxter County,-0.26,,-0.33,0.18,,0.13
94,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Benton County,-0.34,0.56,-0.36,-0.16,-0.65,
2848,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Benton County,-0.35,-0.16,-0.48,-0.21,-0.74,0.11
95,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Boone County,-0.32,,-0.25,-0.17,,0.14
2849,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Boone County,-0.37,,-0.36,-0.12,,0.17
96,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Bradley County,-0.37,,-0.28,-0.17,,
2850,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Bradley County,-0.33,,-0.4,,,
97,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Carroll County,-0.27,,-0.27,0.14,,
2851,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Carroll County,-0.33,,-0.49,,,
98,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Chicot County,-0.25,,-0.19,,,
2852,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Chicot County,-0.27,,-0.22,,,
99,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Clark County,-0.22,,-0.33,,-0.23,
2853,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Clark County,-0.31,,-0.42,,-0.35,
100,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Clay County,-0.21,,,,,
2854,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Clay County,-0.32,,-0.1,,,
101,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Cleburne County,-0.37,,-0.16,,,
2855,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Cleburne County,-0.35,,-0.48,0.43,,
102,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Cleveland County,-0.33,,,,,
2856,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Cleveland County,-0.33,,,,,
103,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Columbia County,-0.2,,-0.18,-0.2,,
2857,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Columbia County,-0.31,,-0.2,-0.11,,
104,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Conway County,-0.25,,,,,
2858,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Conway County,-0.23,,-0.25,,-0.21,
105,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Craighead County,-0.24,-0.59,-0.32,,,
2859,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Craighead County,-0.28,-0.59,-0.39,,,
106,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Crawford County,-0.21,,-0.16,,-0.11,0.14
2860,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Crawford County,-0.24,,-0.28,,-0.16,0.16
107,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Crittenden County,-0.26,,-0.15,-0.11,-0.17,0.15
2861,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Crittenden County,-0.28,,-0.29,,-0.22,0.15
108,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Cross County,,,-0.49,0.9,,
2862,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Cross County,-0.17,,-0.55,0.93,,
109,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Dallas County,-0.32,,-0.17,,,
2863,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Dallas County,-0.3,,-0.25,,,
110,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Desha County,-0.33,,,,,
2864,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Desha County,-0.25,,-0.22,0.11,,
111,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Drew County,-0.16,,-0.27,-0.1,,
2865,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Drew County,-0.2,,-0.27,,,
112,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Faulkner County,-0.31,-0.21,-0.32,-0.15,,
2866,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Faulkner County,-0.31,-0.23,-0.4,-0.14,,0.1
113,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Franklin County,-0.16,,,0.12,,
2867,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Franklin County,-0.2,,-0.1,,-0.19,
114,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Fulton County,-0.28,,,,,
2868,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Fulton County,-0.24,,,,,
115,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Garland County,-0.32,0.17,-0.32,-0.12,,
2869,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Garland County,-0.37,-0.14,-0.4,,,
116,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Grant County,-0.26,,-0.1,-0.17,,
2870,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Grant County,-0.29,,,,,
117,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Greene County,-0.2,,-0.18,,,0.12
2871,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Greene County,-0.24,,-0.32,,,0.14
118,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Hempstead County,-0.24,,-0.19,-0.13,,
2872,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Hempstead County,-0.27,,-0.33,,,
119,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Hot Spring County,-0.24,,,,-0.28,0.1
2873,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Hot Spring County,-0.22,,-0.16,0.21,-0.3,
120,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Howard County,-0.29,,,,,
2874,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Howard County,-0.17,,-0.36,,,
121,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Independence County,-0.24,,-0.27,,,0.13
2875,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Independence County,-0.21,,-0.4,0.5,,0.12
122,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Izard County,-0.29,,-0.24,-0.15,,
2876,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Izard County,-0.25,,-0.22,,,
123,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Jackson County,-0.14,,-0.1,-0.12,,
2877,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Jackson County,-0.25,,-0.12,0.24,,
124,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Jefferson County,-0.26,,-0.3,,-0.14,0.11
2878,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Jefferson County,-0.27,,-0.32,0.13,-0.18,0.12
125,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Johnson County,-0.14,-0.28,-0.24,0.12,,
2879,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Johnson County,-0.18,-0.12,-0.34,,,
126,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Lawrence County,-0.3,,-0.19,,,
2880,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Lawrence County,-0.32,,-0.22,,,
127,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Lincoln County,-0.23,,-0.6,-0.16,,
2881,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Lincoln County,-0.2,,-0.6,,,
128,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Little River County,-0.34,,,,,
2882,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Little River County,-0.31,,-0.25,,,
129,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Logan County,-0.18,,,0.13,,
2883,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Logan County,-0.21,,-0.24,,,
130,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Lonoke County,-0.27,,-0.23,,,0.15
2884,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Lonoke County,-0.26,,-0.29,,,0.16
131,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Madison County,-0.11,,-0.1,0.17,,
2885,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Madison County,-0.32,,-0.31,-0.13,,
132,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Marion County,-0.26,,,,,
2886,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Marion County,-0.24,,-0.16,,,
133,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Miller County,-0.32,-0.35,-0.33,-0.1,-0.24,0.12
2887,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Miller County,-0.35,-0.37,-0.35,,-0.38,0.15
134,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Mississippi County,-0.15,,-0.11,,-0.18,0.1
2888,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Mississippi County,-0.2,,-0.14,0.18,-0.24,0.11
135,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Monroe County,-0.34,,-0.26,,,
2889,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Monroe County,-0.2,,-0.4,,,
136,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Montgomery County,-0.33,,,,,
2890,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Montgomery County,-0.33,,,,,
137,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Nevada County,-0.21,0.8,,,-0.23,
2891,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Nevada County,-0.28,0.8,,,-0.36,
138,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Newton County,-0.38,,,,,
2892,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Newton County,-0.31,,,,,
139,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Ouachita County,-0.16,,,-0.21,,
2893,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Ouachita County,-0.18,,-0.16,-0.2,,
140,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Perry County,-0.35,,,,,
2894,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Perry County,-0.33,,,,,
141,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Phillips County,-0.32,,,,,
2895,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Phillips County,-0.29,,,0.16,,
142,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Pike County,-0.33,,-0.3,0.13,,
2896,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Pike County,-0.28,,-0.3,,,
143,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Poinsett County,-0.15,,,,,
2897,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Poinsett County,-0.19,,,,,
144,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Polk County,-0.25,,-0.17,,,
2898,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Polk County,-0.23,,-0.51,0.31,,
145,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Pope County,-0.22,,-0.32,,-0.11,0.12
2899,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Pope County,-0.21,,-0.4,,-0.25,0.14
146,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Prairie County,-0.26,,,,,
2900,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Prairie County,-0.24,,,,,
147,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Pulaski County,-0.3,0.73,-0.35,,-0.38,
2901,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Pulaski County,-0.31,0.34,-0.38,,-0.45,
148,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Randolph County,-0.23,,-0.22,0.12,,
2902,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Randolph County,-0.28,,-0.33,0.12,,
149,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Saline County,-0.33,-0.52,-0.26,-0.13,-0.1,
2903,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Saline County,-0.32,-0.65,-0.3,,-0.22,
150,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Scott County,-0.27,0.8,,,,
2904,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Scott County,-0.23,0.8,,,,
151,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Searcy County,-0.39,,,,,
2905,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Searcy County,-0.43,,,,,
152,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Sebastian County,-0.27,0.45,-0.36,-0.11,-0.41,
2906,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Sebastian County,-0.3,-0.1,-0.42,,-0.41,
153,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Sevier County,-0.19,,-0.24,-0.11,,
2907,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Sevier County,-0.28,,-0.35,,,
154,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Sharp County,-0.26,,-0.17,,,
2908,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Sharp County,-0.24,,-0.27,,,
155,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,St. Francis County,-0.25,,-0.16,0.1,-0.22,
2909,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,St. Francis County,-0.14,,-0.26,0.28,-0.29,
156,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Stone County,-0.26,,-0.11,-0.29,,
2910,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Stone County,-0.26,,-0.23,,,
157,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Union County,-0.24,,-0.33,,,
2911,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Union County,-0.23,,-0.32,,,
158,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Van Buren County,-0.39,,-0.2,,,
2912,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Van Buren County,-0.32,,-0.33,,,
159,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,Washington County,-0.34,0.37,-0.37,-0.16,-0.1,
2913,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,Washington County,-0.36,-0.21,-0.45,-0.18,-0.29,0.11
160,Arkansas,2020-03-29 00:00:00+00:00,-0.27,0.81,-0.29,,-0.22,,White County,-0.21,-0.19,-0.27,-0.12,,
2914,Arkansas,2020-04-05 00:00:00+00:00,-0.29,0.25,-0.36,,-0.33,,White County,-0.26,-0.23,-0.32,,,0.13
161,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Alameda County,-0.44,-0.14,-0.58,-0.27,-0.64,0.17
2915,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Alameda County,-0.49,-0.61,-0.65,-0.36,-0.72,0.18
162,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Amador County,-0.44,-0.5,-0.41,-0.2,,
2916,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Amador County,-0.52,-0.64,-0.56,-0.44,,
163,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Butte County,-0.34,-0.23,-0.45,-0.16,-0.45,0.11
2917,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Butte County,-0.38,-0.63,-0.47,-0.23,-0.53,0.12
164,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Calaveras County,-0.39,-0.28,-0.42,-0.12,,0.1
2918,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Calaveras County,-0.45,-0.75,-0.56,-0.18,,0.1
165,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Colusa County,-0.37,,-0.37,,-0.32,
2919,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Colusa County,-0.39,,-0.46,,-0.42,
166,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Contra Costa County,-0.41,-0.15,-0.48,-0.21,-0.49,0.15
2920,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Contra Costa County,-0.44,-0.53,-0.54,-0.25,-0.6,0.17
167,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Del Norte County,-0.29,-0.26,-0.31,-0.11,,
2921,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Del Norte County,-0.3,-0.32,-0.32,-0.11,,
168,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,El Dorado County,-0.48,-0.35,-0.58,-0.37,-0.5,0.13
2922,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,El Dorado County,-0.54,-0.83,-0.68,-0.45,-0.53,0.15
169,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Fresno County,-0.31,-0.27,-0.4,-0.14,-0.43,0.11
2923,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Fresno County,-0.35,-0.66,-0.45,-0.16,-0.53,0.13
170,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Glenn County,-0.36,-0.11,-0.23,-0.14,-0.2,
2924,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Glenn County,-0.33,-0.36,-0.54,0.25,-0.27,
171,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Humboldt County,-0.35,-0.1,-0.48,-0.23,-0.48,0.11
2925,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Humboldt County,-0.38,-0.29,-0.49,-0.25,-0.58,0.12
172,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Imperial County,-0.32,-0.65,-0.53,-0.31,-0.62,0.16
2926,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Imperial County,-0.35,-0.74,-0.57,-0.29,-0.64,0.17
173,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Inyo County,-0.39,-0.35,-0.75,-0.37,,
2927,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Inyo County,-0.49,-0.54,-0.81,-0.37,,
174,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Kern County,-0.3,-0.16,-0.43,-0.17,-0.37,0.11
2928,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Kern County,-0.32,-0.27,-0.43,-0.13,-0.4,0.11
175,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Kings County,-0.27,-0.12,-0.34,-0.14,-0.43,0.1
2929,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Kings County,-0.28,-0.52,-0.36,-0.12,-0.59,0.11
176,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Lake County,-0.33,-0.42,-0.38,-0.13,-0.42,0.16
2930,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Lake County,-0.38,-0.49,-0.39,,-0.32,0.15
177,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Lassen County,-0.22,,-0.3,,,
2931,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Lassen County,-0.19,,-0.37,,,
178,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Los Angeles County,-0.41,-0.48,-0.51,-0.27,-0.54,0.17
2932,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Los Angeles County,-0.43,-0.59,-0.53,-0.27,-0.57,0.17
179,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Madera County,-0.3,-0.2,-0.39,-0.25,-0.3,0.11
2933,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Madera County,-0.34,-0.59,-0.47,-0.3,-0.28,0.12
180,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Marin County,-0.42,-0.59,-0.61,-0.3,-0.61,0.17
2934,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Marin County,-0.47,-0.7,-0.64,-0.38,-0.65,0.18
181,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Mariposa County,-0.45,-0.72,-0.75,-0.23,,
2935,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Mariposa County,-0.53,-0.87,-0.86,-0.54,,
182,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Mendocino County,-0.32,-0.39,-0.47,-0.29,-0.44,0.17
2936,California,2020-04-05 00:00:00+00:00,-0.42,-0.61,-0.53,-0.27,-0.59,0.16,Mendocino County,-0.34,-0.51,-0.46,-0.26,-0.56,0.16
183,California,2020-03-29 00:00:00+00:00,-0.39,-0.38,-0.5,-0.24,-0.54,0.15,Merced County,-0.26,,-0.34,-0.18,-0.37,0.11
